old_path,new_path,layout_role,benchmark_family,model,implementation,provenance,dataset,context_mode,feature_set,purpose,scope,is_ablation,is_smoke,is_formal,is_modality_missing,is_project_variant,is_paper_aligned,is_official,ablation_variable,controlled_variables_sha256,pre_move_sha256,post_move_sha256,yaml_content_changed,approved_changed_keys,active_reference_count,test_reference_count,doc_reference_count,yaml_reference_count,status,notes
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr3e4.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_lr3e4.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.3,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":2,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_lr3e4"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.0003,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",a3c12ad966009c2eb1f41e44b27e0bed70c4514fbe64611f383e5cba3fbd0887,795f467dfc0309bfa632a93ca88e5d738383dc13571bd026063af9a2dcf2ca1d,795f467dfc0309bfa632a93ca88e5d738383dc13571bd026063af9a2dcf2ca1d,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr5e4.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_lr5e4.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.3,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":2,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_lr5e4"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.0005,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",490fb1815e99ea251e7dd576f2a9b858e30db1d4f7f16a5782c3d88c7791faff,07b0755eef881f493f850e1c7574372b04395d03deb0523358c208835d40b718,07b0755eef881f493f850e1c7574372b04395d03deb0523358c208835d40b718,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_stable_candidate.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_candidate.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_stable_candidate"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.0005,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",031ef47dd7f95ca10061623e44a7bfc50a6ce6ebbb8611ebde52fc1b50d1f0be,d6dca7181692d4e653f9bfb110682b3377b9eb985fff3ed1c5ab43440eb714b4,d6dca7181692d4e653f9bfb110682b3377b9eb985fff3ed1c5ab43440eb714b4,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/experiments/iemocap_clean_roberta_v1_8run.yaml,configs/benchmarks/causal_unified/iemocap_clean_roberta_eight_run.yaml,cross_model_benchmark,causal_unified,,unified,unified,iemocap,causal_context,clean_roberta_features,formal,benchmark,NO,NO,YES,NO,NO,NO,NO,null,8569cbe2c087b96d49829e5e67e5c2995bd3066bea1e364c2ed876a9bb3ded1c,4dffbac70f5429f1c3185a1d268403bbefc40b42cbe28e48fbbaee2138ed60c0,4dffbac70f5429f1c3185a1d268403bbefc40b42cbe28e48fbbaee2138ed60c0,NO,,1,1,0,0,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/experiments/original_merc/pipeline_manifest.yaml,configs/benchmarks/original_merc/pipeline_manifest.yaml,cross_model_benchmark,original_merc,,,paper_aligned_and_project_variant,iemocap,full_context,,formal,benchmark,NO,NO,YES,NO,NO,NO,NO,null,2128b4df5657279d2f4e9cf73057570e1d2e597fc003990b28e5363efc6160ce,780813c0abe73899048d86ed4f630fda13f095dd0ce53659a9c386aa569c5e8b,780813c0abe73899048d86ed4f630fda13f095dd0ce53659a9c386aa569c5e8b,NO,,2,0,0,0,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_A.yaml,configs/mmgcn/unified/m3ed/full_context/m3ed_features/modality_ablation_a.yaml,model_scoped_ablation,NOT_APPLICABLE,mmgcn,unified,unified,m3ed,full_context,m3ed_features,modality_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""modality.active_modalities"":[""audio""],""notes.modality_ablation.setting"":""A""}",51af1d0f96c2888fdd3ac6e714b5e5261994f4287db555e59596bac0d6152a92,46716785600087ef6ff7f258b6901be3f71bf17746b977282872e2966db5f425,46716785600087ef6ff7f258b6901be3f71bf17746b977282872e2966db5f425,NO,,0,0,0,0,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_AV.yaml,configs/mmgcn/unified/m3ed/full_context/m3ed_features/modality_ablation_av.yaml,model_scoped_ablation,NOT_APPLICABLE,mmgcn,unified,unified,m3ed,full_context,m3ed_features,modality_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""modality.active_modalities"":[""audio"",""visual""],""notes.modality_ablation.setting"":""AV""}",1489ec8d84f504c9b609cc5309813832bff2f8a5df38da37533ab999bde00e18,2cdc61de8cda2c9390383b60e29b368aa70f48af71483db3750d7f4c8a96ac03,2cdc61de8cda2c9390383b60e29b368aa70f48af71483db3750d7f4c8a96ac03,NO,,0,0,0,0,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_T.yaml,configs/mmgcn/unified/m3ed/full_context/m3ed_features/modality_ablation_t.yaml,model_scoped_ablation,NOT_APPLICABLE,mmgcn,unified,unified,m3ed,full_context,m3ed_features,modality_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""modality.active_modalities"":[""text""],""notes.modality_ablation.setting"":""T""}",196a5b746c5c016de9e07a02a9b3c5da6dfd44f15773020588169a115b1a6a9a,8af23aeebd78e8506682040149e9b584142f1c4a7aa88f48d4769a887f2f8230,8af23aeebd78e8506682040149e9b584142f1c4a7aa88f48d4769a887f2f8230,NO,,0,0,0,0,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_TA.yaml,configs/mmgcn/unified/m3ed/full_context/m3ed_features/modality_ablation_ta.yaml,model_scoped_ablation,NOT_APPLICABLE,mmgcn,unified,unified,m3ed,full_context,m3ed_features,modality_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""modality.active_modalities"":[""text"",""audio""],""notes.modality_ablation.setting"":""TA""}",cbe0d8485a88453d753a60d7b03b267e4054a5f14e0e1c94f01811b1ff96bb01,95745d0d443509f973fd810050522241b7eb54c7212a66057a3203ea5873d7e1,95745d0d443509f973fd810050522241b7eb54c7212a66057a3203ea5873d7e1,NO,,0,0,0,0,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_TAV.yaml,configs/mmgcn/unified/m3ed/full_context/m3ed_features/modality_ablation_tav.yaml,model_scoped_ablation,NOT_APPLICABLE,mmgcn,unified,unified,m3ed,full_context,m3ed_features,modality_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""modality.active_modalities"":[""text"",""audio"",""visual""],""notes.modality_ablation.setting"":""TAV""}",43af0b3e681a810d9692315f740df4037a654bbb3bbf3053156276ed144e4478,f5d125eabb6a84577e7124dcbb7fd8a050783d67901a7bd7260b3c1836644574,f5d125eabb6a84577e7124dcbb7fd8a050783d67901a7bd7260b3c1836644574,NO,,0,0,0,0,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_TV.yaml,configs/mmgcn/unified/m3ed/full_context/m3ed_features/modality_ablation_tv.yaml,model_scoped_ablation,NOT_APPLICABLE,mmgcn,unified,unified,m3ed,full_context,m3ed_features,modality_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""modality.active_modalities"":[""text"",""visual""],""notes.modality_ablation.setting"":""TV""}",d92df900729e78c6b931b2faf3c66840ce6b42255d0e6d0eb836baf2edffa64b,3283051bba0cabdb40d21e66d5a9b642fd21db27b8e6fbe61fc6fcc6be606d5b,3283051bba0cabdb40d21e66d5a9b642fd21db27b8e6fbe61fc6fcc6be606d5b,NO,,0,0,0,0,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_V.yaml,configs/mmgcn/unified/m3ed/full_context/m3ed_features/modality_ablation_v.yaml,model_scoped_ablation,NOT_APPLICABLE,mmgcn,unified,unified,m3ed,full_context,m3ed_features,modality_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""modality.active_modalities"":[""visual""],""notes.modality_ablation.setting"":""V""}",2cad682384a2090c771264c4b228e803d6090d8a058a280b45a915f011ed001f,55272f357b9af9ebb151ab9df2b7679f685450a8240e30695e7476add78eb6e7,55272f357b9af9ebb151ab9df2b7679f685450a8240e30695e7476add78eb6e7,NO,,0,0,0,0,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/modality_ablation/train_mmgcn_iemocap_official_TA_smoke.yaml,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/modality_ablation_smoke.yaml,model_scoped_ablation,NOT_APPLICABLE,mmgcn,unified,unified,iemocap,full_context,legacy_mmgcn_features,modality_ablation,model,YES,YES,NO,NO,NO,NO,NO,"{""modality.active_modalities"":[""text"",""audio""]}",60f31229d39d11a1845d3d016aea60717e81b4d857900f5e9449bb6dee1dcec7,aff708c531ab0f60cc000ab4e74146ffbbb7917fe73d295cf2a0d95e97035d23,aff708c531ab0f60cc000ab4e74146ffbbb7917fe73d295cf2a0d95e97035d23,NO,,0,0,0,0,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
