old_config_path,source_file,source_line,reference_type,historical_reference,updated,new_config_path,remaining_reference_allowed,notes
configs/train_mmgcn_m3ed.yaml,scripts/diagnostics/models/multidag_cl/debug_multidag_cl_real_batch.py,57,argparse_default,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,scripts/diagnostics/models/simple_mlp/debug_simple_mlp_step.py,88,python_string,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,scripts/models/mmgcn/unified/train.py,87,argparse_default,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,scripts/workflows/train_from_config.py,53,argparse_default,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed_causal.yaml,docs/baselines/configs_cleanup_audit.md,115,historical_doc,YES,NO,configs/mmgcn/unified/m3ed/causal_context/m3ed_features/skeleton.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_m3ed_causal.yaml,docs/baselines/configs_cleanup_audit.md,207,historical_doc,YES,NO,configs/mmgcn/unified/m3ed/causal_context/m3ed_features/skeleton.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_m3ed_causal.yaml,docs/baselines/configs_cleanup_audit.md,432,historical_doc,YES,NO,configs/mmgcn/unified/m3ed/causal_context/m3ed_features/skeleton.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_m3ed_causal.yaml,docs/baselines/mmgcn_causal_audit.md,17,historical_doc,YES,NO,configs/mmgcn/unified/m3ed/causal_context/m3ed_features/skeleton.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_m3ed_causal.yaml,docs/project_map.md,81,active_doc,NO,YES,configs/mmgcn/unified/m3ed/causal_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed_causal.yaml,tests/original_repro/test_analysis_protocol.py,645,test_fixture,NO,YES,configs/mmgcn/unified/m3ed/causal_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
