source_file,source_line,reference_type,referenced_config,reference_exists,is_dynamic,is_historical_doc,requires_update_on_move,notes
docs/baselines/configs_cleanup_audit.md,46,historical_doc,configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr5e4.yaml,YES,NO,YES,NO,configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr5e4.yaml
docs/baselines/configs_cleanup_audit.md,47,historical_doc,configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_stable_candidate.yaml,YES,NO,YES,NO,configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_stable_candidate.yaml
docs/baselines/configs_cleanup_audit.md,48,historical_doc,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_smoke.yaml,NO,NO,YES,NO,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_smoke.yaml
docs/baselines/configs_cleanup_audit.md,49,historical_doc,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w0.yaml,NO,NO,YES,NO,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w0.yaml
docs/baselines/configs_cleanup_audit.md,50,historical_doc,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w1.yaml,NO,NO,YES,NO,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w1.yaml
docs/baselines/configs_cleanup_audit.md,51,historical_doc,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w3.yaml,NO,NO,YES,NO,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w3.yaml
docs/baselines/configs_cleanup_audit.md,52,historical_doc,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5.yaml,NO,NO,YES,NO,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5.yaml
docs/baselines/configs_cleanup_audit.md,53,historical_doc,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5_audio_only.yaml,NO,NO,YES,NO,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5_audio_only.yaml
docs/baselines/configs_cleanup_audit.md,54,historical_doc,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5_audio_visual.yaml,NO,NO,YES,NO,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5_audio_visual.yaml
docs/baselines/configs_cleanup_audit.md,55,historical_doc,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5_quick.yaml,NO,NO,YES,NO,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5_quick.yaml
docs/baselines/configs_cleanup_audit.md,56,historical_doc,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5_text_audio.yaml,NO,NO,YES,NO,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5_text_audio.yaml
docs/baselines/configs_cleanup_audit.md,57,historical_doc,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5_text_only.yaml,NO,NO,YES,NO,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5_text_only.yaml
docs/baselines/configs_cleanup_audit.md,58,historical_doc,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5_text_visual.yaml,NO,NO,YES,NO,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5_text_visual.yaml
docs/baselines/configs_cleanup_audit.md,59,historical_doc,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5_visual_only.yaml,NO,NO,YES,NO,configs/baselines/multidag_cl/iemocap_multidag_cl_causal_w5_visual_only.yaml
docs/baselines/configs_cleanup_audit.md,60,historical_doc,configs/baselines/multidag_cl/iemocap_multidag_cl_full_smoke.yaml,NO,NO,YES,NO,configs/baselines/multidag_cl/iemocap_multidag_cl_full_smoke.yaml
docs/baselines/configs_cleanup_audit.md,61,historical_doc,configs/baselines/multidag_cl/iemocap_multidag_cl_past_all_causal.yaml,NO,NO,YES,NO,configs/baselines/multidag_cl/iemocap_multidag_cl_past_all_causal.yaml
docs/baselines/configs_cleanup_audit.md,62,historical_doc,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_A.yaml,YES,NO,YES,NO,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_A.yaml
docs/baselines/configs_cleanup_audit.md,63,historical_doc,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_AV.yaml,YES,NO,YES,NO,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_AV.yaml
docs/baselines/configs_cleanup_audit.md,64,historical_doc,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_T.yaml,YES,NO,YES,NO,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_T.yaml
docs/baselines/configs_cleanup_audit.md,65,historical_doc,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_TA.yaml,YES,NO,YES,NO,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_TA.yaml
docs/baselines/configs_cleanup_audit.md,66,historical_doc,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_TAV.yaml,YES,NO,YES,NO,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_TAV.yaml
docs/baselines/configs_cleanup_audit.md,67,historical_doc,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_TV.yaml,YES,NO,YES,NO,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_TV.yaml
docs/baselines/configs_cleanup_audit.md,68,historical_doc,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_V.yaml,YES,NO,YES,NO,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_V.yaml
docs/baselines/configs_cleanup_audit.md,69,historical_doc,configs/modality_ablation/train_mmgcn_iemocap_official_TA_smoke.yaml,YES,NO,YES,NO,configs/modality_ablation/train_mmgcn_iemocap_official_TA_smoke.yaml
docs/baselines/configs_cleanup_audit.md,70,historical_doc,configs/pipeline/iemocap_multidag_cl_causal_smoke_pipeline.yaml,NO,NO,YES,NO,configs/pipeline/iemocap_multidag_cl_causal_smoke_pipeline.yaml
docs/baselines/configs_cleanup_audit.md,71,historical_doc,configs/pipeline/iemocap_multidag_cl_full_smoke_pipeline.yaml,NO,NO,YES,NO,configs/pipeline/iemocap_multidag_cl_full_smoke_pipeline.yaml
docs/baselines/configs_cleanup_audit.md,72,historical_doc,configs/pipeline/mmgcn_pipeline.yaml,YES,NO,YES,NO,configs/pipeline/mmgcn_pipeline.yaml
docs/baselines/configs_cleanup_audit.md,73,historical_doc,configs/pipeline/mmgcn_pipeline_analyze.yaml,YES,NO,YES,NO,configs/pipeline/mmgcn_pipeline_analyze.yaml
docs/baselines/configs_cleanup_audit.md,74,historical_doc,configs/pipeline/mmgcn_pipeline_m3ed.yaml,YES,NO,YES,NO,configs/pipeline/mmgcn_pipeline_m3ed.yaml
docs/baselines/configs_cleanup_audit.md,75,historical_doc,configs/pipeline/multidag_cl/iemocap/debug/context_past_all_causal_tav_smoke.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/debug/context_past_all_causal_tav_smoke.yaml
docs/baselines/configs_cleanup_audit.md,76,historical_doc,configs/pipeline/multidag_cl/iemocap/debug/context_w5_tav_quick.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/debug/context_w5_tav_quick.yaml
docs/baselines/configs_cleanup_audit.md,77,historical_doc,configs/pipeline/multidag_cl/iemocap/debug/context_w5_tav_smoke.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/debug/context_w5_tav_smoke.yaml
docs/baselines/configs_cleanup_audit.md,78,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/context_past_all_causal_tav.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/formal/context_past_all_causal_tav.yaml
docs/baselines/configs_cleanup_audit.md,79,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/context_w0_tav.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/formal/context_w0_tav.yaml
docs/baselines/configs_cleanup_audit.md,80,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/context_w1_tav.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/formal/context_w1_tav.yaml
docs/baselines/configs_cleanup_audit.md,81,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/context_w3_tav.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/formal/context_w3_tav.yaml
docs/baselines/configs_cleanup_audit.md,82,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/context_w5_tav.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/formal/context_w5_tav.yaml
docs/baselines/configs_cleanup_audit.md,83,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_a.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_a.yaml
docs/baselines/configs_cleanup_audit.md,84,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_av.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_av.yaml
docs/baselines/configs_cleanup_audit.md,85,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_t.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_t.yaml
docs/baselines/configs_cleanup_audit.md,86,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_ta.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_ta.yaml
docs/baselines/configs_cleanup_audit.md,87,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_tav.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_tav.yaml
docs/baselines/configs_cleanup_audit.md,88,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_tv.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_tv.yaml
docs/baselines/configs_cleanup_audit.md,89,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_v.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_v.yaml
docs/baselines/configs_cleanup_audit.md,90,historical_doc,configs/pipeline/multidag_cl/iemocap/missing/missing_eval_from_context_w5_tav.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/missing/missing_eval_from_context_w5_tav.yaml
docs/baselines/configs_cleanup_audit.md,91,historical_doc,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_dropout01.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_dropout01.yaml
docs/baselines/configs_cleanup_audit.md,92,historical_doc,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_dropout02.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_dropout02.yaml
docs/baselines/configs_cleanup_audit.md,93,historical_doc,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_graph1.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_graph1.yaml
docs/baselines/configs_cleanup_audit.md,94,historical_doc,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_linear_encoder.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_linear_encoder.yaml
docs/baselines/configs_cleanup_audit.md,95,historical_doc,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_lr3e4.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_lr3e4.yaml
docs/baselines/configs_cleanup_audit.md,96,historical_doc,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_lr5e4.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_lr5e4.yaml
docs/baselines/configs_cleanup_audit.md,97,historical_doc,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_stable_candidate.yaml,YES,NO,YES,NO,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_stable_candidate.yaml
docs/baselines/configs_cleanup_audit.md,98,historical_doc,configs/pipeline/multidag_cl_iemocap_context_past_all.yaml,NO,NO,YES,NO,configs/pipeline/multidag_cl_iemocap_context_past_all.yaml
docs/baselines/configs_cleanup_audit.md,99,historical_doc,configs/pipeline/multidag_cl_iemocap_context_w0.yaml,NO,NO,YES,NO,configs/pipeline/multidag_cl_iemocap_context_w0.yaml
docs/baselines/configs_cleanup_audit.md,100,historical_doc,configs/pipeline/multidag_cl_iemocap_context_w1.yaml,NO,NO,YES,NO,configs/pipeline/multidag_cl_iemocap_context_w1.yaml
docs/baselines/configs_cleanup_audit.md,101,historical_doc,configs/pipeline/multidag_cl_iemocap_context_w3.yaml,NO,NO,YES,NO,configs/pipeline/multidag_cl_iemocap_context_w3.yaml
docs/baselines/configs_cleanup_audit.md,102,historical_doc,configs/pipeline/multidag_cl_iemocap_context_w5.yaml,NO,NO,YES,NO,configs/pipeline/multidag_cl_iemocap_context_w5.yaml
docs/baselines/configs_cleanup_audit.md,103,historical_doc,configs/pipeline/multidag_cl_iemocap_context_w5_quick.yaml,NO,NO,YES,NO,configs/pipeline/multidag_cl_iemocap_context_w5_quick.yaml
docs/baselines/configs_cleanup_audit.md,104,historical_doc,configs/pipeline/multidag_cl_iemocap_modality_audio_only.yaml,NO,NO,YES,NO,configs/pipeline/multidag_cl_iemocap_modality_audio_only.yaml
docs/baselines/configs_cleanup_audit.md,105,historical_doc,configs/pipeline/multidag_cl_iemocap_modality_audio_visual.yaml,NO,NO,YES,NO,configs/pipeline/multidag_cl_iemocap_modality_audio_visual.yaml
docs/baselines/configs_cleanup_audit.md,106,historical_doc,configs/pipeline/multidag_cl_iemocap_modality_text_audio.yaml,NO,NO,YES,NO,configs/pipeline/multidag_cl_iemocap_modality_text_audio.yaml
docs/baselines/configs_cleanup_audit.md,107,historical_doc,configs/pipeline/multidag_cl_iemocap_modality_text_only.yaml,NO,NO,YES,NO,configs/pipeline/multidag_cl_iemocap_modality_text_only.yaml
docs/baselines/configs_cleanup_audit.md,108,historical_doc,configs/pipeline/multidag_cl_iemocap_modality_text_visual.yaml,NO,NO,YES,NO,configs/pipeline/multidag_cl_iemocap_modality_text_visual.yaml
docs/baselines/configs_cleanup_audit.md,109,historical_doc,configs/pipeline/multidag_cl_iemocap_modality_visual_only.yaml,NO,NO,YES,NO,configs/pipeline/multidag_cl_iemocap_modality_visual_only.yaml
docs/baselines/configs_cleanup_audit.md,110,historical_doc,configs/pipeline/multidag_cl_iemocap_w5_missing_modalities.yaml,NO,NO,YES,NO,configs/pipeline/multidag_cl_iemocap_w5_missing_modalities.yaml
docs/baselines/configs_cleanup_audit.md,111,historical_doc,configs/smoke/train_mmgcn_smoke.yaml,YES,NO,YES,NO,configs/smoke/train_mmgcn_smoke.yaml
docs/baselines/configs_cleanup_audit.md,112,historical_doc,configs/smoke/train_multidag_cl_smoke.yaml,YES,NO,YES,NO,configs/smoke/train_multidag_cl_smoke.yaml
docs/baselines/configs_cleanup_audit.md,113,historical_doc,configs/train_mmgcn_iemocap_official.yaml,YES,NO,YES,NO,configs/train_mmgcn_iemocap_official.yaml
docs/baselines/configs_cleanup_audit.md,114,historical_doc,configs/train_mmgcn_m3ed.yaml,YES,NO,YES,NO,configs/train_mmgcn_m3ed.yaml
docs/baselines/configs_cleanup_audit.md,115,historical_doc,configs/train_mmgcn_m3ed_causal.yaml,YES,NO,YES,NO,configs/train_mmgcn_m3ed_causal.yaml
docs/baselines/configs_cleanup_audit.md,116,historical_doc,configs/train_simple_mlp_m3ed.yaml,YES,NO,YES,NO,configs/train_simple_mlp_m3ed.yaml
docs/baselines/configs_cleanup_audit.md,132,historical_doc,configs/baselines/multidag_cl/iemocap/debug/context_past_all_causal_tav_smoke.yaml,YES,NO,YES,NO,"- `configs/baselines/multidag_cl/iemocap/debug/context_past_all_causal_tav_smoke.yaml` - minimal debug smoke, canonical replacement for old full smoke."
docs/baselines/configs_cleanup_audit.md,133,historical_doc,configs/baselines/multidag_cl/iemocap/debug/context_w5_tav_quick.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/debug/context_w5_tav_quick.yaml` - short debug run without formal caps.
docs/baselines/configs_cleanup_audit.md,134,historical_doc,configs/baselines/multidag_cl/iemocap/debug/context_w5_tav_smoke.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/debug/context_w5_tav_smoke.yaml` - minimal debug smoke for causal w5.
docs/baselines/configs_cleanup_audit.md,135,historical_doc,configs/baselines/multidag_cl/iemocap/formal/context_past_all_causal_tav.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/formal/context_past_all_causal_tav.yaml` - formal all-past causal context condition.
docs/baselines/configs_cleanup_audit.md,136,historical_doc,configs/baselines/multidag_cl/iemocap/formal/context_w0_tav.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/formal/context_w0_tav.yaml` - formal current-utterance context condition.
docs/baselines/configs_cleanup_audit.md,137,historical_doc,configs/baselines/multidag_cl/iemocap/formal/context_w1_tav.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/formal/context_w1_tav.yaml` - formal causal window 1 condition.
docs/baselines/configs_cleanup_audit.md,138,historical_doc,configs/baselines/multidag_cl/iemocap/formal/context_w3_tav.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/formal/context_w3_tav.yaml` - formal causal window 3 condition.
docs/baselines/configs_cleanup_audit.md,139,historical_doc,configs/baselines/multidag_cl/iemocap/formal/context_w5_tav.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/formal/context_w5_tav.yaml` - formal causal window 5 condition.
docs/baselines/configs_cleanup_audit.md,140,historical_doc,configs/baselines/multidag_cl/iemocap/formal/modality_w5_a.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/formal/modality_w5_a.yaml` - formal from-scratch audio-only modality condition.
docs/baselines/configs_cleanup_audit.md,141,historical_doc,configs/baselines/multidag_cl/iemocap/formal/modality_w5_av.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/formal/modality_w5_av.yaml` - formal from-scratch audio+visual modality condition.
docs/baselines/configs_cleanup_audit.md,142,historical_doc,configs/baselines/multidag_cl/iemocap/formal/modality_w5_t.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/formal/modality_w5_t.yaml` - formal from-scratch text-only modality condition.
docs/baselines/configs_cleanup_audit.md,143,historical_doc,configs/baselines/multidag_cl/iemocap/formal/modality_w5_ta.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/formal/modality_w5_ta.yaml` - formal from-scratch text+audio modality condition.
docs/baselines/configs_cleanup_audit.md,144,historical_doc,configs/baselines/multidag_cl/iemocap/formal/modality_w5_tav.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/formal/modality_w5_tav.yaml` - formal full TAV modality condition.
docs/baselines/configs_cleanup_audit.md,145,historical_doc,configs/baselines/multidag_cl/iemocap/formal/modality_w5_tv.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/formal/modality_w5_tv.yaml` - formal from-scratch text+visual modality condition.
docs/baselines/configs_cleanup_audit.md,146,historical_doc,configs/baselines/multidag_cl/iemocap/formal/modality_w5_v.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/formal/modality_w5_v.yaml` - formal from-scratch visual-only modality condition.
docs/baselines/configs_cleanup_audit.md,147,historical_doc,configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_dropout01.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_dropout01.yaml` - completed 20260709 stabilization ablation.
docs/baselines/configs_cleanup_audit.md,148,historical_doc,configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_dropout02.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_dropout02.yaml` - completed 20260709 stabilization ablation.
docs/baselines/configs_cleanup_audit.md,149,historical_doc,configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_graph1.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_graph1.yaml` - completed 20260709 stabilization ablation.
docs/baselines/configs_cleanup_audit.md,150,historical_doc,configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_linear_encoder.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_linear_encoder.yaml` - completed 20260709 stabilization ablation.
docs/baselines/configs_cleanup_audit.md,151,historical_doc,configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr3e4.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr3e4.yaml` - completed 20260709 stabilization ablation.
docs/baselines/configs_cleanup_audit.md,152,historical_doc,configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr5e4.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr5e4.yaml` - completed 20260709 stabilization ablation.
docs/baselines/configs_cleanup_audit.md,153,historical_doc,configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_stable_candidate.yaml,YES,NO,YES,NO,- `configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_stable_candidate.yaml` - best single-seed stable candidate from 20260709.
docs/baselines/configs_cleanup_audit.md,157,historical_doc,configs/pipeline/multidag_cl/iemocap/debug/context_past_all_causal_tav_smoke.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/debug/context_past_all_causal_tav_smoke.yaml` - canonical debug smoke pipeline.
docs/baselines/configs_cleanup_audit.md,158,historical_doc,configs/pipeline/multidag_cl/iemocap/debug/context_w5_tav_quick.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/debug/context_w5_tav_quick.yaml` - canonical quick pipeline.
docs/baselines/configs_cleanup_audit.md,159,historical_doc,configs/pipeline/multidag_cl/iemocap/debug/context_w5_tav_smoke.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/debug/context_w5_tav_smoke.yaml` - canonical debug smoke pipeline.
docs/baselines/configs_cleanup_audit.md,160,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/context_past_all_causal_tav.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/formal/context_past_all_causal_tav.yaml` - formal context pipeline.
docs/baselines/configs_cleanup_audit.md,161,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/context_w0_tav.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/formal/context_w0_tav.yaml` - formal context pipeline.
docs/baselines/configs_cleanup_audit.md,162,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/context_w1_tav.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/formal/context_w1_tav.yaml` - formal context pipeline.
docs/baselines/configs_cleanup_audit.md,163,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/context_w3_tav.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/formal/context_w3_tav.yaml` - formal context pipeline.
docs/baselines/configs_cleanup_audit.md,164,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/context_w5_tav.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/formal/context_w5_tav.yaml` - formal context pipeline.
docs/baselines/configs_cleanup_audit.md,165,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_a.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/formal/modality_w5_a.yaml` - formal modality pipeline.
docs/baselines/configs_cleanup_audit.md,166,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_av.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/formal/modality_w5_av.yaml` - formal modality pipeline.
docs/baselines/configs_cleanup_audit.md,167,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_t.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/formal/modality_w5_t.yaml` - formal modality pipeline.
docs/baselines/configs_cleanup_audit.md,168,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_ta.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/formal/modality_w5_ta.yaml` - formal modality pipeline.
docs/baselines/configs_cleanup_audit.md,169,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_tav.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/formal/modality_w5_tav.yaml` - formal modality pipeline.
docs/baselines/configs_cleanup_audit.md,170,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_tv.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/formal/modality_w5_tv.yaml` - formal modality pipeline.
docs/baselines/configs_cleanup_audit.md,171,historical_doc,configs/pipeline/multidag_cl/iemocap/formal/modality_w5_v.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/formal/modality_w5_v.yaml` - formal modality pipeline.
docs/baselines/configs_cleanup_audit.md,172,historical_doc,configs/pipeline/multidag_cl/iemocap/missing/missing_eval_from_context_w5_tav.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/missing/missing_eval_from_context_w5_tav.yaml` - test-time missing-modality evaluation for the original formal w5 TAV checkpoint.
docs/baselines/configs_cleanup_audit.md,173,historical_doc,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_dropout01.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_dropout01.yaml` - completed stabilization pipeline.
docs/baselines/configs_cleanup_audit.md,174,historical_doc,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_dropout02.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_dropout02.yaml` - completed stabilization pipeline.
docs/baselines/configs_cleanup_audit.md,175,historical_doc,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_graph1.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_graph1.yaml` - completed stabilization pipeline.
docs/baselines/configs_cleanup_audit.md,176,historical_doc,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_linear_encoder.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_linear_encoder.yaml` - completed stabilization pipeline.
docs/baselines/configs_cleanup_audit.md,177,historical_doc,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_lr3e4.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_lr3e4.yaml` - completed stabilization pipeline.
docs/baselines/configs_cleanup_audit.md,178,historical_doc,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_lr5e4.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_lr5e4.yaml` - completed stabilization pipeline.
docs/baselines/configs_cleanup_audit.md,179,historical_doc,configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_stable_candidate.yaml,YES,NO,YES,NO,- `configs/pipeline/multidag_cl/iemocap/stabilize/context_w5_tav_stable_candidate.yaml` - completed stable-candidate pipeline.
